PAUSED	暂停	menu_paused
ONLINE	在线	menuoptions_heading_online
MOUSE	鼠标	menuoptions_heading_userinterface_mouse
KEYBOARD/MOUSE	键盘/鼠标	menuoptions_heading_controls
Display number: $0	显示屏编号：$0	menuoptions_display_number
Online features: $0	在线功能：$0	menuoptions_online_features
Turn off to prevent the game from connecting to Nolla Games' servers.\nThis may prevent some features from working.	关闭可阻止游戏连接 Nolla Games 的服务器。\n这会令部分功能无法运转。	menuoptions_online_features_hint
Lock mouse inside the window: $0	将鼠标限制在窗口之内：$0	menuoptions_capturemouseinsidewindow
Pause the game when unfocused: $0	失去焦点时暂停游戏：$0	menuoptions_pause_the_game_when_unfocused
No hover box animations: $0	无悬浮框动画：$0	menuoptions_ui_snappy_hover_boxes
Anti color banding (dithering): $0	反色带（抖动）：$0	menuoptions_dithering
Configure gamepad controls	配置游戏手柄控制	menuoptions_configuregamepad
Gamepad analog flying	游戏手柄类比飞行	menuoptions_gamepad_analog_flying
Allow firing of wands while inventory is open: $0	物品栏开启期间可使用魔杖：$0	menuoptions_ui_allow_shooting_while_inventory_open
New gamepad throw/spray scheme: $0	新游戏控制器 投掷/喷洒 方式：$0	menuoptions_gamepad_throwsprayscheme
A save game with old version was detected.\nWould you like to continue it? (Weird things may occur.)	检测到旧版本的存档。要继续读取吗？（可能会发生奇怪的错误)	menuoldsavegame_text
Empty chunks may appear in the world after loading.\nHeed my warning - this may anger the Gods!\nWould you like to continue?	载入后，可能会在世界中出现空白区块。\n听从我的警告 - 这会令众神震怒！\n你要继续吗？	menuoldsavegame_text_update9
Secret Mode	秘密模式	menu_secretmode
Select world	选择世界	menu_selectworld
$0h $1 min	$0 小时 $1 分钟	menu_playtime
Start new world	开始新世界	menu_startnewworld
Are you sure you want to delete the world in slot $0?\nThis cannot be undone.	确定要删除 $0 号槽中的世界吗？\n此操作无法撤销。	menu_worldselect_deleteareyousure
Are you sure you want to delete the world you're currently playing?\nThis cannot be undone.	确定要删除当前游玩的世界吗？\n此操作无法撤销。	menu_worldselect_deleteareyousure_playing
World $0	世界 $0	menu_worldselect_slot
World $0 – PLAYING	世界 $0 – 游玩中	menu_worldselect_slot_playing
We've changed the default values of a few settings:\n-Input bindings for Throw and Spray have been swapped around.\n-Inventory needs to be closed to cast spells.\nWould you like to enable the new defaults? These can be changed in the Options menu.	我们已经更改了一些设置的默认值：\n-扔出和喷射的按键绑定已交换。\n-需要关闭物品栏才能施放法术。\n是否启用新的默认值？这些可以在选项菜单中更改。	menu_switchthrowandspray
The game will restart due to mod changes.	由于模组更改，游戏即将重新启动。	menu_newgame_modschangedrestart
Progress ($0 new)	进展（$0 新内容）	menu_progress_new
Streamer mode: $0	主播模式：$0	menu_streamermode
Let stream viewers interact with your game through the Twitch chat.	让观众通过 Twitch 聊天与你的游戏进行互动。	menu_streaming_description
Chat messages “1”, “2”, “3” and “4” will be counted as votes towards\nvarious events that are selected from a random pool.	聊天消息“1”、“2”、“3”和“4”将计为\n随机池中选出的各种事件的投票。	menu_streaming_description_details
Connect	连接	menu_streaming_connect
Disconnect	断开连接	menu_streaming_disconnect
Connect to Twitch account	连接至 Twitch 帐号	menu_streaming_connect_twitch
 - CONNECTING...	#NAME?	menu_streaming_status_connecting
 - CONNECTED	#NAME?	menu_streaming_status_connected
 - CONNECTION FAILED	#NAME?	menu_streaming_status_failed_unknown
 - COULDN'T FIND SERVER	#NAME?	menu_streaming_status_failed_serverconnection
 - TIMEOUT - NO SUCH CHANNEL?	#NAME?	menu_streaming_status_failed_timeout
Connected to Twitch account: $0	已连接至 Twitch 帐号：$0	menu_streaming_connected
Twitch authentication failed	Twitch 身份验证失败	menu_streaming_connect_failed
Streaming integration: $0	串流集成：$0	menu_streaming_option
Channel name:	频道名称：	menu_streaming_channelname
Chat votes: $0	聊天投票：$0	menu_streaming_voting
Allow stream viewers to vote on events that take place in the game.	允许观众投票选择游戏中发生的事件。	menu_streaming_voting_hint
Display user names	显示用户名称	menu_streaming_allowusernames
Allow events that display chat user names	允许事件显示聊天用户名	menu_streaming_allowusernames_hint
Time between votes	投票间隔时间	menu_streaming_timebetweenvotes
Voting time	投票事件	menu_streaming_timevoting
The duration of a single vote	单次投票持续时间	menu_streaming_timevoting_hint
Play sound on new vote: $0	新投票时播放声音：$0	menu_streaming_playvotesound
Vote event distribution	投票事件分布	menu_streaming_distribution
Awful = very likely to ruin your run..\nBad = bad things can happen.\nNeutral = not necessarily goot or bad.\nGood = more health and other helpful events.	下下签= 极有可能毁掉你的这次游戏。\n下签 = 发生不好的事情。\n中签 = 不好也不坏。\n好签 = 更多生命值和其他有益事件。	menu_streaming_distribution_hint
Awful	下下签	menu_streaming_distribution_awful
Bad	下签	menu_streaming_distribution_bad
Neutral	中签	menu_streaming_distribution_neutral
Good	上签	menu_streaming_distribution_good
Tiny ghosts can be named after viewers: $0	小幽灵可拥有观众的名字：$0	menu_streaming_usernames_ghosts
Rats can be named after viewers: $0	老鼠可拥有观众的名字：$0	menu_streaming_usernames_rats
Install streaming integration mods	安装串流集成模组	menu_streaming_installmods
Streaming integration content mod	串流集成内容模组	menu_streaming_mod
Connection error!	连接错误！	streaming_integration_connectionerror
Next vote in $0 s	$0 秒后下次投票	streaming_integration_nextvotein
Voting ends in $0 s	$0 秒后投票结束	streaming_integration_voteendsin
$0 ($1) <$2	$0 ($1) <$2	streaming_integration_voteoptionformat
It's a tie! Picking random winner	难分胜负！随机选择胜出者	streaming_integration_votetie
The winner is:	胜出者是：	streaming_integration_winner
Writing gif - please wait – press $0 to cancel	制作 gif 中 - 请稍候 – 按 $0 取消	menu_replayedit_writinggif
Frame - $0 / $1 - $2	帧 - $0 / $1 - $2	menu_replayedit_writinggif_frameprogress
$0 s remaining	剩余 $0 秒	menu_replayedit_writinggif_timeremaining
Return to game $0	返回游戏 $0	menu_replayedit_returntogame
REPLAY CLIP EDITOR (experimental) - Right/Left click on frames to set clip start and end points.	回放剪辑编辑器（实验性）- 右键/左键单击帧，设置剪辑的起始和结束点。	menu_replayedit_title_keyboard_exp
REPLAY CLIP EDITOR (experimental) - [A] - start clip on hovered frame. [B] - end clip on hovered frame.	回放剪辑编辑器（实验性）- [A] - 于所悬停帧开始剪辑。[B] - 于所悬停帧结束剪辑。	menu_replayedit_title_gamepad_exp
REPLAY CLIP EDITOR - Right/Left click on frames to set clip start and end points.	回放剪辑编辑器 - 右键/左键单击帧，设置剪辑的起始和结束点。	menu_replayedit_title_keyboard
REPLAY CLIP EDITOR - [A] - start clip on hovered frame. [B] - end clip on hovered frame.	回放剪辑编辑器 - [A] - 于所悬停帧开始剪辑。[B] - 于所悬停帧结束剪辑。	menu_replayedit_title_gamepad
Save as Gif [ENTER]	保存为 Gif [ENTER]	menu_replayedit_saveasgif
Open gif directory	打开 gif 目录	menu_replayedit_opengifdir
Size: 	尺寸：	menu_replayedit_size
Full	完整	menu_replayedit_full
$0x$1	$0x$1	menu_replayedit_sizeformat
Output scale: $0%	输出比例：$0%	menu_replayedit_outputscale
Output: $0 frames - $1s	输出：$0 帧 - $1 秒	menu_replayedit_outputinfo1
 - $0x$1 px	- $0x$1 px	menu_replayedit_outputinfo2
[A] - start clip on hovered frame. 	[A] - 于所悬停帧开始剪辑。	menu_replayedit_startclip_gamepad
Left click - start clip on hovered frame. 	左键单击 - 于所悬停帧开始剪辑。	menu_replayedit_startclip_keyboard
[B] - end clip on hovered frame. 	[B] - 于所悬停帧结束剪辑。	menu_replayedit_endclip_gamepad
Right click - end clip on hovered frame.	右键单击 - 于所悬停帧结束剪辑。	menu_replayedit_endclip_keyboard
 Frame = $0	帧 = $0	menu_replayedit_frame
Left click - set image center.	左键单击 - 设置图像中心。	menu_replayedit_imagecenter
$0 (new)	$0（新）	progress_new
Picked a golden statue	你捡起了一尊黄金雕像	log_golden_statue
You got $0 gold!	获得了 $0 黄金！	logdesc_golden_statue
Increased maximum health to $0 ...with the cost of being cursed!	将生命值上限提高为 $0 ...以受到诅咒为代价！	logdesc_heart_evil
Your curiosity is rewarded	你的好奇心得到了奖赏	log_altar_magic
Your curiosity is rewarded, but...	你的好奇心得到了奖赏，不过...	log_altar_magic_monster
That is not what you seek!	那不是你想寻求的东西！	log_altar_magic_worm
The four essences reveal their secret	四个精粹揭示了它们的秘密	log_moon_altar
The moon's egg cracks open. Its contents have been unlocked	月之卵裂开，揭晓其中所藏	logdesc_moon_altar
The moon spills and unlocks its inebriating contents	月亮满溢，涌出了它令人陶醉的内容	logdesc_moon_altar_drunk
Picked up Full Health Regeneration	已拾取“生命值完全恢复”	log_heart_fullhp_temple
Increased maximum health by $0 and restored health to $1 (regained $2 health)	生命值上限提高$0，生命值恢复为$1（恢复了$2点生命值）	logdesc_heart_fullhp_temple
The worm crystal has shattered!	蠕虫水晶碎裂了！	log_worm_deflector_death
You feel less safe...	你感觉更不安全了...	logdesc_worm_deflector_death
Restored health to $0 (regained $1 health)	将生命值恢复到 $0 (恢复 $1 点生命值)	logdesc_heart_fullhp
The world around you changes!	你身旁的世界产生了变化！	log_ocarina
Your music released strange energies	你的音乐释放出奇异的能量	logdesc_ocarina
Seems like the musical energy is gone...	似乎音乐的能量已经耗尽了...	log_ocarina_done
You're choking on food	你噎着了	log_overingestion_00
Eating any more might kill you	再吃下去你可能会死	log_overingestion_01
You're choking on food	你噎着了	log_overingestion_02
Eating any more might kill you	再吃下去你可能会死	log_overingestion_03
You're choking on food	你噎着了	log_overingestion_04
Eating any more might kill you	再吃下去你可能会死	log_overingestion_05
You're bursting at the seams	你胀得满满的	log_overingestion_exploding_00
You're feeling like you'll soon explode	你感觉自己就快爆炸了	log_overingestion_exploding_01
You're bursting at the seams	你胀得满满的	log_overingestion_exploding_02
You're feeling like you'll soon explode	你感觉自己就快爆炸了	log_overingestion_exploding_03
You're feeling an explosive tightness in your stomach	你感觉肚子快撑爆了	log_overingestion_exploding_04
You're feeling an explosive tightness in your stomach	你感觉肚子快撑爆了	log_overingestion_exploding_05
The world around you changes!	你身旁的世界产生了变化！	log_kantele
Your music released strange energies	你的音乐释放出奇特的能量	logdesc_kantele
Seems like the musical energy is gone...	似乎音乐的能量已经消失了...	log_kantele_done
The key begins to hum!	钥匙开始哼唱！	log_alchemist_key_first
Something is still missing...	还欠缺什么东西...	logdesc_alchemist_key_first
The key begins to whisper!	钥匙开始悄声诉说！	log_alchemist_key_second
